品牌索引,品牌名称,车系名称,品牌ID,车系ID,汽车型号,发动机型号,气缸数,气缸排列形式,气门数,排量,环保标准,燃料形式,燃油标号,变速箱,上市时间,整车质保,座位数（个）
B,别克,上汽通用别克,38,5200,GX 2020款 20T 自动四驱全能旗舰型 18.59万,L3Z,3,L,4,1341,VI,汽油,92,9挡手自一体,2019.07,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 20T 两驱领先型 V 21.49万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 20T 两驱领先型 VI 21.49万,,4,L,4,1490,VI,汽油,92,7挡双离合,2018.12,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 20T 两驱精英型 V 22.49万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 20T 两驱精英型 VI 22.49万,,4,L,4,1490,VI,汽油,92,7挡双离合,2018.12,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 20T 两驱型 VI 23.49万,,4,L,4,1490,VI,汽油,92,7挡双离合,2018.12,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 20T 两驱型 V 23.49万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 28T 四驱精英型 VI 26.49万,,4,L,4,1998,VI,汽油,95,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 28T 四驱精英型 V 26.49万,,4,L,4,1998,V,汽油,95,9挡手自一体,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 28T 四驱型 V 28.49万,,4,L,4,1998,V,汽油,95,9挡手自一体,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 28T 四驱型 VI 28.49万,,4,L,4,1998,VI,汽油,95,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 28T 四驱全能运动旗舰型 V 30.99万,,4,L,4,1998,V,汽油,95,9挡手自一体,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3554,2019款 28T 四驱全能运动旗舰型 VI 30.99万,,4,L,4,1998,VI,汽油,95,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 5座精英型 V 13.99万,LI6,3,L,4,1349,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 5座精英型 VI 13.99万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 6座精英型 V 14.29万,LI6,3,L,4,1349,V,汽油,92,6挡手自一体,2018.1,三10万公里,6
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 6座精英型 VI 14.29万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,6
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 5座互联型 V 15.29万,LI6,3,L,4,1349,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 5座互联型 VI 15.29万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 6座互联型 V 15.59万,LI6,3,L,4,1349,V,汽油,92,6挡手自一体,2018.1,三10万公里,6
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 6座互联型 VI 15.59万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,6
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 6座互联尊贵型 V 16.69万,LI6,3,L,4,1349,V,汽油,92,6挡手自一体,2018.1,三10万公里,6
B,别克,上汽通用别克,38,4487,GL6 2019款 18T 6座互联尊贵型 VI 16.69万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,6
B,别克,上汽通用别克,38,166,GL8 2018款 28T 型 VI 23.29万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2019.04,三10万公里,7
B,别克,上汽通用别克,38,166,GL8 2018款 28T 型 VI 25.29万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2018.12,三10万公里,7
B,别克,上汽通用别克,38,166,GL8 2018款 28T 尊贵型 VI 27.29万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2018.12,三10万公里,7
B,别克,上汽通用别克,38,166,GL8 2018款 ES 28T 型 VI 28.99万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2018.11,三10万公里,7
B,别克,上汽通用别克,38,166,GL8 2018款 ES 28T 尊享型 VI 32.99万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2018.11,三10万公里,7
B,别克,上汽通用别克,38,166,GL8 2018款 ES 28T 型 VI 36.99万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2018.11,三10万公里,7
B,别克,上汽通用别克,38,166,GL8 2018款 ES 28T 旗舰型 VI 39.99万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2018.11,三10万公里,7
B,别克,上汽通用别克,38,166,GL8 2018款 28T Avenir VI 44.99万,,4,L,4,1998,VI,汽油,95,6挡手自一体,2018.11,三10万公里,7
B,别克,上汽通用别克,38,164,2019款 20T 领先型 V 17.28万,,4,L,4,1490,V,汽油,92,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 20T 领先型 VI 17.28万,,4,L,4,1490,VI,汽油,92,9挡手自一体,2019.02,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 20T 精英型 V 18.28万,,4,L,4,1490,V,汽油,92,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 20T 精英型 VI 18.28万,,4,L,4,1490,VI,汽油,92,9挡手自一体,2019.02,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 20T 型 V 19.68万,,4,L,4,1490,V,汽油,92,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 20T 型 VI 19.68万,,4,L,4,1490,VI,汽油,92,9挡手自一体,2019.02,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 20T 尊贵型 V 21.68万,,4,L,4,1490,V,汽油,92,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 20T 尊贵型 VI 21.68万,,4,L,4,1490,VI,汽油,92,9挡手自一体,2019.02,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 28T 尊享型 V 22.68万,,4,L,4,1998,V,汽油,95,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 28T 尊享型 VI 22.68万,,4,L,4,1998,VI,汽油,95,9挡手自一体,2019.02,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 GS 28T 精英型 VI 21.88万,,4,L,4,1998,VI,汽油,95,9挡手自一体,2019.08,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 GS 28T 型 V 22.98万,,4,L,4,1998,V,汽油,95,9挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,164,2019款 GS 28T 型 VI 22.98万,,4,L,4,1998,VI,汽油,95,9挡手自一体,2019.02,三10万公里,5
B,别克,上汽通用别克,38,834,2019款 28T 精英型 22.98万,LSY,4,L,4,1998,VI,汽油,95,9挡手自一体,,三10万公里,5
B,别克,上汽通用别克,38,834,2019款 28T 型 23.98万,LSY,4,L,4,1998,VI,汽油,95,9挡手自一体,2019.03,三10万公里,5
B,别克,上汽通用别克,38,834,2019款 28T 尊贵型 26.98万,LSY,4,L,4,1998,VI,汽油,95,9挡手自一体,2019.03,三10万公里,5
B,别克,上汽通用别克,38,834,2019款 28T Avenir 28.98万,LSY,4,L,4,1998,VI,汽油,95,9挡手自一体,2019.03,三10万公里,5
B,别克,上汽通用别克,38,875,2020款 15N 手动精英型 8.39万,,3,L,4,1349,VI,汽油,92,5挡手动,2019.09,三10万公里,5
B,别克,上汽通用别克,38,875,2020款 15N CVT精英型 9.39万,,3,L,4,1349,VI,汽油,92,CVT无级变速,2019.09,三10万公里,5
B,别克,上汽通用别克,38,875,2020款 15N CVT型 9.99万,,3,L,4,1349,VI,汽油,92,CVT无级变速,2019.09,三10万公里,5
B,别克,上汽通用别克,38,875,2018款 15N 手动精英型 8.39万,,3,L,4,1349,V,汽油,92,5挡手动,2018.06,三10万公里,5
B,别克,上汽通用别克,38,875,2018款 15N CVT精英型 9.39万,,3,L,4,1349,V,汽油,92,CVT无级变速,2018.06,三10万公里,5
B,别克,上汽通用别克,38,875,2018款 15N CVT型 9.99万,,3,L,4,1349,V,汽油,92,CVT无级变速,2018.06,三10万公里,5
B,别克,上汽通用别克,38,3751,2020款 15T 自动进取型 15.29万,,3,L,4,999,VI,汽油,92,6挡手自一体,2019.09,三10万公里,5
B,别克,上汽通用别克,38,3751,2020款 20T CVT领先型 16.29万,,3,L,4,1341,VI,汽油,92,CVT无级变速,2019.09,三10万公里,5
B,别克,上汽通用别克,38,3751,2020款 20T CVT型 17.29万,,3,L,4,1341,VI,汽油,92,CVT无级变速,2019.09,三10万公里,5
B,别克,上汽通用别克,38,3751,2020款 20T CVT旗舰型 18.29万,,3,L,4,1341,VI,汽油,92,CVT无级变速,2019.09,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 两厢 15S 自动进取型 13.59万,L3G,4,L,4,1490,V,汽油,92,6挡手自一体,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 两厢 15S 自动领先型 14.59万,L3G,4,L,4,1490,V,汽油,92,6挡手自一体,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 两厢GS 20T 双离合进取型 15.59万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 两厢GS 20T 双离合领先型 16.59万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 两厢GS 20T 双离合型 18.59万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2019.01,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 三厢 15S 自动进取型 14.59万,L3G,4,L,4,1490,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 三厢 15S 自动领先型 15.49万,L3G,4,L,4,1490,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 三厢 20T 双离合领先型 16.29万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2018.09,三10万公里,5
B,别克,上汽通用别克,38,3751,2019款 三厢 20T 双离合精英型 17.19万,LFV,4,L,4,1490,V,汽油,92,7挡双离合,2018.09,三10万公里,5
B,别克,上汽通用别克,38,982,2019款 15T 双离合进取型 VI 11.89万,LJI,3,L,4,999,VI,汽油,92,6挡双离合,2019.03,三10万公里,5
B,别克,上汽通用别克,38,982,2019款 15T 手动精英型 VI 11.59万,LJI,3,L,4,999,VI,汽油,92,6挡手动,2019.03,三10万公里,5
B,别克,上汽通用别克,38,982,2019款 15T 双离合互联精英型 VI 12.89万,LJI,3,L,4,999,VI,汽油,92,6挡双离合,2019.03,三10万公里,5
B,别克,上汽通用别克,38,982,2019款 18T 自动互联精英型 VI 13.59万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,982,2019款 18T 自动互联旗舰型 VI 14.39万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,4552,阅朗 2019款 15T 双离合互联精英型 VI 13.19万,,3,L,4,999,VI,汽油,92,6挡双离合,2019.06,三10万公里,5
B,别克,上汽通用别克,38,4552,阅朗 2019款 18T 自动互联精英型 V 13.89万,LI6,3,L,4,1349,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
B,别克,上汽通用别克,38,4552,阅朗 2019款 18T 自动互联精英型 VI 13.89万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,4552,阅朗 2019款 18T 自动互联旗舰型 V 14.69万,LI6,3,L,4,1349,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
B,别克,上汽通用别克,38,4552,阅朗 2019款 18T 自动互联旗舰型 VI 14.69万,,3,L,4,1349,VI,汽油,92,6挡手自一体,2018.12,三10万公里,5
B,别克,上汽通用别克,38,4552,阅朗 2019款 15T 双离合互联精英型 V 13.19万,LJI,3,L,4,999,V,汽油,92,6挡双离合,2018.11,三10万公里,5
B,别克,上汽通用别克,38,4239,VELITE 5 2017款 都市增程型 26.58万,,4,L,4,1490,V,,92,,2017.04,,5
B,别克,上汽通用别克,38,4239,VELITE 5 2017款 时增程型 29.58万,,4,L,4,1490,V,,92,,2017.04,8.26,5
B,别克,上汽通用别克,38,525,2011款 博鳌论坛纪念 38.80万,AlloyTec V6,6,V,4,2997,IV,汽油,95,6挡手自一体,2011.05,三10万公里,5
B,宾利,宾利,39,901,2016款 6.8T 498.00万,,8,V,2,6752,VI,汽油,95,8挡手自一体,2016.06,三,5
B,宾利,宾利,39,901,2016款 6.8T 极致 555.80万,,8,V,2,6752,VI,汽油,95,8挡手自一体,2016.06,三,5
B,宾利,宾利,39,901,2017款 6.8T 长 495.00万,,8,V,2,6752,VI,汽油,95,8挡手自一体,2017.03,三,4
B,宾利,宾利,39,305,陆 2019款 6.0T GT W12 敞篷 328.10万,,12,W,4,5950,VI,汽油,95,8挡双离合,2019.02,三,4
B,宾利,宾利,39,305,陆 2018款 6.0T GT W12 321.80万,,12,W,4,5950,VI,汽油,95,8挡双离合,2018.1,三,4
B,宾利,宾利,39,305,陆 2016款 4.0T GT V8 288.00万,,8,V,4,3993,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2016款 4.0T GT V8 敞篷 317.80万,,8,V,4,3993,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2016款 4.0T GT V8 S 304.00万,,8,V,4,3993,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2016款 4.0T GT V8 S 敞篷 334.80万,,8,V,4,3993,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2016款 6.0T GT W12 369.80万,,12,W,4,5998,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2016款 6.0T GT W12 敞篷 406.80万,,12,W,4,5998,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2016款 6.0T GT W12 极致 418.80万,,12,W,4,5998,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2016款 6.0T GT W12 敞篷极致 459.80万,,12,W,4,5998,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2017款 4.0T GT V8 288.00万,,8,V,4,3993,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2017款 4.0T GT V8 敞篷 317.80万,,8,V,4,3993,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,305,陆 2017款 4.0T GT V8 S 304.00万,,8,V,4,3993,VI,汽油,98,8挡手自一体,,三,4
B,宾利,宾利,39,2685,2018款 4.0T V8 269.00万,,8,V,4,3996,VI,汽油,98,8挡手自一体,2018.05,三,5
B,宾利,宾利,39,2685,2017款 6.0T 398.00万,,12,W,4,5950,VI,汽油,98,8挡手自一体,2017.06,三,5
B,宾利,宾利,39,4714,PHEV 2019款 3.0T PHEV 219.70万,,6,V,4,2995,VI,插电式混合动力,95,,2019.06,,5
C,长安,长安汽车,76,3217,2018款 1.4L 手动型 4.09万,,4,L,4,1370,V,汽油,92,5挡手动,2018.1,三10万公里,5
C,长安,长安汽车,76,3217,2015款 1.4L 手动型 V 4.49万,,4,L,4,1370,IV(V),汽油,92,5挡手动,2015.06,三10万公里,5
C,长安,长安汽车,76,3217,2015款 1.4L 手动尊贵型 V 4.89万,,4,L,4,1370,IV(V),汽油,92,5挡手动,2015.06,三10万公里,5
C,长安,长安汽车,76,3217,2015款 1.4L 手动 V 5.19万,,4,L,4,1370,IV(V),汽油,92,5挡手动,2015.06,三10万公里,5
C,长安,长安汽车,76,3217,2015款 1.4L IMT型 V 4.99万,,4,L,4,1370,IV(V),汽油,92,5挡AMT,2015.06,三10万公里,5
C,长安,长安汽车,76,3217,2015款 1.4L IMT尊贵型 V 5.39万,,4,L,4,1370,IV(V),汽油,92,5挡AMT,2015.06,三10万公里,5
C,长安,长安汽车,76,3217,2015款 1.4L IMT V 5.69万,,4,L,4,1370,IV(V),汽油,92,5挡AMT,2015.06,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 手动型 V 5.59万,JL473QF,4,L,4,1480,V,汽油,92,5挡手动,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 手动型 VI 5.79万,JL473QF,4,L,4,1480,VI,汽油,92,5挡手动,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 手动进取型 V 5.99万,JL473QF,4,L,4,1480,V,汽油,92,5挡手动,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 手动进取型 VI 6.19万,JL473QF,4,L,4,1480,VI,汽油,92,5挡手动,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 手动悦享型 V 6.39万,JL473QF,4,L,4,1480,V,汽油,92,5挡手动,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 手动悦享型 VI 6.59万,JL473QF,4,L,4,1480,VI,汽油,92,5挡手动,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 自动型 V 6.59万,JL473QF,4,L,4,1480,V,汽油,92,5挡双离合,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 自动型 VI 6.79万,JL473QF,4,L,4,1480,VI,汽油,92,5挡双离合,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 自动进取型 V 6.99万,JL473QF,4,L,4,1480,V,汽油,92,5挡双离合,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 自动进取型 VI 7.19万,JL473QF,4,L,4,1480,VI,汽油,92,5挡双离合,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 自动悦享型 V 7.49万,JL473QF,4,L,4,1480,V,汽油,92,5挡双离合,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 自动悦享型 VI 7.69万,JL473QF,4,L,4,1480,VI,汽油,92,5挡双离合,2019.03,三10万公里,5
C,长安,长安汽车,76,3924,CS15 2019款 1.5L 自动旗舰型 V 7.89万,JL473QF,4,L,4,1480,V,汽油,92,5挡双离合,2019.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.6L 手动型 6.39万,JL478QEE,4,L,4,1598,V,汽油,92,5挡手动,2017.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.6L 手动型 6.79万,JL478QEE,4,L,4,1598,V,汽油,92,5挡手动,2017.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.6L 手动尊贵型 7.29万,JL478QEE,4,L,4,1598,V,汽油,92,5挡手动,2017.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.6L 自动型 7.79万,JL478QEE,4,L,4,1598,V,汽油,92,4挡手自一体,2017.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.6L 自动尊贵型 8.29万,JL478QEE,4,L,4,1598,V,汽油,92,4挡手自一体,2017.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.6L 自动智领型 8.79万,JL478QEE,4,L,4,1598,V,汽油,92,4挡手自一体,2017.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.5T 手动运动型 7.69万,4G15T,4,L,4,1468,V,汽油,92,5挡手动,2017.03,三10万公里,5
C,长安,长安汽车,76,2778,CS35 2017款 1.5T 手动运动型 8.19万,4G15T,4,L,4,1468,V,汽油,92,5挡手动,2017.03,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.4T 自动畅联蓝鲸 9.39万,JL473ZQ3,4,L,4,1392,VI,汽油,92,7挡双离合,2019.07,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.4T 自动酷联蓝鲸 9.99万,JL473ZQ3,4,L,4,1392,VI,汽油,92,7挡双离合,2019.07,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.4T 自动智联蓝鲸 10.99万,JL473ZQ3,4,L,4,1392,VI,汽油,92,7挡双离合,2019.07,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2018款 1.6L 手动悦联 V 6.99万,JL478QEP,4,L,4,1598,V,汽油,92,5挡手动,2018.1,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.6L 手动悦联级 VI 6.99万,JL478QEP,4,L,4,1598,VI,汽油,92,5挡手动,2019.08,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2018款 1.6L 手动畅联 V 7.59万,JL478QEP,4,L,4,1598,V,汽油,92,5挡手动,2018.1,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.6L 手动畅联 VI 7.79万,JL478QEP,4,L,4,1598,VI,汽油,92,5挡手动,2019.07,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2018款 1.6L 手动酷联 V 8.09万,JL478QEP,4,L,4,1598,V,汽油,92,5挡手动,2018.1,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.6L 手动酷联 VI 8.29万,JL478QEP,4,L,4,1598,VI,汽油,92,5挡手动,2019.07,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2018款 1.6L 手动智联 V 8.99万,JL478QEP,4,L,4,1598,V,汽油,92,5挡手动,2018.1,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.6L 手动智联 VI 9.19万,JL478QEP,4,L,4,1598,VI,汽油,92,5挡手动,2019.07,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2018款 1.6L 自动悦联 V 8.39万,JL478QEP,4,L,4,1598,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
C,长安,长安汽车,76,4976,CS35 PLUS 2019款 1.6L 自动悦联 VI 8.59万,JL478QEP,4,L,4,1598,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2018款 1.5T 手动炫目型 V 8.29万,JL476ZQCD,4,L,4,1499,V,汽油,92,6挡手动,2018.09,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2019款 1.5T 手动炫目型 VI 8.49万,,4,L,4,1499,VI,汽油,92,6挡手动,2019.07,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2018款 1.5T 手动炫色型 V 8.89万,JL476ZQCD,4,L,4,1499,V,汽油,92,6挡手动,2018.09,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2019款 1.5T 手动炫色型 VI 9.09万,,4,L,4,1499,VI,汽油,92,6挡手动,2019.07,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2018款 1.5T 手动炫动型 V 9.89万,JL476ZQCD,4,L,4,1499,V,汽油,92,6挡手动,2018.09,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2019款 1.5T 手动炫动型 VI 10.09万,,4,L,4,1499,VI,汽油,92,6挡手动,2019.07,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2018款 1.5T 自动炫彩型 V 9.79万,JL476ZQCD,4,L,4,1499,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2019款 1.5T 自动炫彩型 VI 9.99万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2018款 1.5T 自动炫色型 V 10.19万,JL476ZQCD,4,L,4,1499,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2019款 1.5T 自动炫色型 VI 10.39万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2018款 1.5T 自动轻年 VI 10.79万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.05,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2018款 1.5T 自动炫动型 V 11.29万,JL476ZQCD,4,L,4,1499,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
C,长安,长安汽车,76,4269,CS55 2019款 1.5T 自动炫动型 VI 11.49万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
C,长安,长安汽车,76,3204,CS75 2019款 280T 手动百万 VI 9.58万,,4,L,4,1499,VI,汽油,92,6挡手动,2019.04,三10万公里,5
C,长安,长安汽车,76,3204,CS75 2019款 280T DCT百万 VI 10.78万,,4,L,4,1499,VI,汽油,92,7挡双离合,2019.04,三10万公里,5
C,长安,长安汽车,76,3204,CS75 2018款 280T 手动优智型 V 9.48万,JL476ZQCF,4,L,4,1499,V,汽油,92,6挡手动,2018.04,三10万公里,5
C,长安,长安汽车,76,3204,CS75 2020款 280T 手动优智型 VI 9.68万,,4,L,4,1499,VI,汽油,92,6挡手动,2019.07,三10万公里,5
C,长安,长安汽车,76,3204,CS75 2018款 280T 手动智惠型 V 9.68万,JL476ZQCF,4,L,4,1499,V,汽油,92,6挡手动,2018.08,三10万公里,5
