品牌索引,品牌名称,车系名称,品牌ID,车系ID,汽车型号,发动机型号,气缸数,气缸排列形式,气门数,排量,环保标准,燃料形式,燃油标号,变速箱,上市时间,整车质保,座位数（个）
F,福特,长安福特,8,3347,2019款 改款 1.5L 自动质享型 VI 8.98万,CAF384Q26,3,L,4,1497,VI,汽油,92,6挡手自一体,2019.06,三10万公里,5
F,福特,长安福特,8,3693,2019款 EcoBoost 245 悦享 22.89万,CAF488WQA6,4,L,4,1999,VI,汽油,92,8挡手自一体,2019.08,三10万公里,5
F,福特,长安福特,8,3693,2019款 EcoBoost 245 尊享 24.89万,CAF488WQA6,4,L,4,1999,VI,汽油,92,8挡手自一体,2019.08,三10万公里,5
F,福特,长安福特,8,3693,2019款 EcoBoost 245 Vignale臻享 28.89万,CAF488WQA6,4,L,4,1999,VI,汽油,92,8挡手自一体,2019.08,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 180 型 23.48万,CAF479WQ3,4,L,4,1499,V,汽油,92,6挡手自一体,2018.03,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 时型 V 24.98万,CAF488WQ7,4,L,4,1999,V,汽油,92,6挡手自一体,2018.03,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 时型 VI 24.98万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.04,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 Cognac特别 V 25.58万,CAF488WQ7,4,L,4,1999,V,汽油,92,6挡手自一体,2018.04,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 Cognac特别 VI 25.58万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.04,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 卓越型 V 26.98万,CAF488WQ7,4,L,4,1999,V,汽油,92,6挡手自一体,2018.03,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 卓越型 VI 26.98万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.04,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 LTD限量 V 29.98万,CAF488WQ7,4,L,4,1999,V,汽油,92,6挡手自一体,2018.03,三10万公里,5
F,福特,长安福特,8,3693,2018款 EcoBoost 245 LTD限量 VI 29.98万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.04,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 180 智控时型 V 19.28万,,4,L,4,1499,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 180 智控时型 VI 19.28万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 180 智控型 V 21.38万,,4,L,4,1499,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 180 智控型 VI 21.38万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 200 智控时型 V 20.58万,,4,L,4,1999,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 200 智控时型 VI 20.58万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.04,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 200 智控型 V 22.68万,,4,L,4,1999,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 200 智控型 VI 22.68万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.04,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 245 智控旗舰型 V 27.98万,,4,L,4,1999,V,汽油,92,6挡手自一体,2018.1,三10万公里,5
F,福特,长安福特,8,117,2018款 EcoBoost 245 智控旗舰型 VI 27.98万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.04,三10万公里,5
F,福特,长安福特,8,4386,新能源 2018款 2.0 PHEV 智控时型 V 28.08万,,4,L,4,1999,V,插电式混合动力,92,,2018.1,,5
F,福特,长安福特,8,4386,新能源 2018款 2.0 PHEV 智控时型 VI 28.08万,,4,L,4,1999,VI,插电式混合动力,92,,2019.04,,5
F,福特,长安福特,8,4386,新能源 2018款 2.0 PHEV 智控型 V 29.58万,,4,L,4,1999,V,插电式混合动力,92,,2018.1,,5
F,福特,长安福特,8,4386,新能源 2018款 2.0 PHEV 智控型 VI 29.58万,,4,L,4,1999,VI,插电式混合动力,92,,2019.04,,5
F,福特,长安福特,8,4386,新能源 2018款 2.0 PHEV 智控旗舰型 V 33.78万,,4,L,4,1999,V,插电式混合动力,92,,2018.1,,5
F,福特,长安福特,8,4386,新能源 2018款 2.0 PHEV 智控旗舰型 VI 33.78万,,4,L,4,1999,VI,插电式混合动力,92,,2019.04,,5
F,福特,长安福特,8,3615,2019款 EcoBoost 245 两驱ST-Line 5座 26.98万,CAF488WQB6,4,L,4,1999,VI,汽油,92,8挡手自一体,2019.08,三10万公里,5
F,福特,长安福特,8,3615,2019款 EcoBoost 245 四驱ST-Line 7座 29.98万,CAF488WQB6,4,L,4,1999,VI,汽油,92,8挡手自一体,2019.08,三10万公里,7
F,福特,长安福特,8,3615,2019款 EcoBoost 330 V6四驱ST 7座 38.98万,,6,V,4,2694,VI,汽油,92,8挡手自一体,2019.08,三10万公里,7
F,福特,长安福特,8,3615,2018款 EcoBoost 245 两驱精锐型 5座 22.98万,CAF488WQ5,4,L,4,1999,V,汽油,92,6挡手自一体,2017.1,三10万公里,5
F,福特,长安福特,8,3615,2018款 改款 EcoBoost 245 两驱型 5座 24.98万,CAF488WQ5,4,L,4,1999,V,汽油,92,6挡手自一体,2018.09,三10万公里,5
F,福特,长安福特,8,3615,2018款 EcoBoost 245 两驱型 7座 25.98万,CAF488WQ5,4,L,4,1999,V,汽油,92,6挡手自一体,2017.1,三10万公里,7
F,福特,长安福特,8,3615,2018款 EcoBoost 245 两驱锐型 7座 26.98万,CAF488WQ5,4,L,4,1999,V,汽油,92,6挡手自一体,2017.1,三10万公里,7
F,福特,长安福特,8,3615,2018款 EcoBoost 245 四驱运动型 7座 29.98万,CAF488WQ5,4,L,4,1999,V,汽油,92,6挡手自一体,2017.1,三10万公里,7
F,福特,长安福特,8,3615,2018款 EcoBoost 245 四驱尊锐型Plus 7座 31.98万,CAF488WQ5,4,L,4,1999,V,汽油,92,6挡手自一体,2018.01,三10万公里,7
F,福特,长安福特,8,2871,2018款 1.5L 手动精翼型 7.98万,,3,L,4,1497,V,汽油,92,5挡手动,2017.09,三10万公里,5
F,福特,长安福特,8,2871,2018款 1.5L 自动精翼型 8.98万,,3,L,4,1497,V,汽油,92,6挡自动,2017.09,三10万公里,5
F,福特,长安福特,8,2871,2019款 1.5L 自动铂翼运动 10.78万,,3,L,4,1497,V,汽油,92,6挡自动,2019.06,三10万公里,5
F,福特,长安福特,8,2871,2019款 1.5L 自动尊翼Plus 12.08万,,3,L,4,1497,V,汽油,92,6挡自动,2019.06,三10万公里,5
F,福特,长安福特,8,2871,2018款 改款 EcoBoost125 自动尊翼型 12.58万,,3,L,4,999,V,汽油,92,6挡自动,2018.05,三10万公里,5
F,福特,长安福特,8,2871,2018款 改款 2.0L 自动四驱尊翼型 15.58万,,4,L,4,1999,V,汽油,92,6挡手自一体,2018.05,三10万公里,5
F,福特,长安福特,8,2871,2018款 改款 1.5L 自动铂翼型 10.68万,,3,L,4,1497,V,汽油,92,6挡自动,2018.05,三10万公里,5
F,福特,长安福特,8,2871,2018款 1.5L 自动尊翼型 11.98万,,3,L,4,1497,V,汽油,92,6挡自动,2017.09,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 180 两驱精翼型 V 16.98万,CAF479WQ1,4,L,4,1499,V,汽油,92,6挡手自一体,2018.11,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 180 两驱精翼型 VI 16.98万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.09,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 180 两驱铂翼型 V 17.98万,CAF479WQ1,4,L,4,1499,V,汽油,92,6挡手自一体,2018.11,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 180 两驱铂翼型 VI 17.98万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.09,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 180 两驱翼型 V 19.28万,CAF479WQ1,4,L,4,1499,V,汽油,92,6挡手自一体,2018.11,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 180 两驱翼型 VI 19.28万,,4,L,4,1499,VI,汽油,92,6挡手自一体,2019.09,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 245 四驱翼型 V 21.98万,CAF488WQ9,4,L,4,1999,V,汽油,92,6挡手自一体,2018.11,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 245 四驱翼型 VI 21.98万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 245 四驱运动型 V 22.98万,CAF488WQ9,4,L,4,1999,V,汽油,92,6挡手自一体,2018.11,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 245 四驱运动型 VI 22.98万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 245 四驱尊翼型 V 24.98万,CAF488WQ9,4,L,4,1999,V,汽油,92,6挡手自一体,2018.11,三10万公里,5
F,福特,长安福特,8,2863,2019款 EcoBoost 245 四驱尊翼型 VI 24.98万,,4,L,4,1999,VI,汽油,92,6挡手自一体,2019.07,三10万公里,5
F,福特,长安福特,8,2863,2018款 EcoBoost 180 两驱Cognac特别 18.58万,CAF479WQ1,4,L,4,1499,V,汽油,92,6挡手自一体,2018.04,三10万公里,5
F,福特,长安福特,8,659,2014款 两厢 1.0 GTDi 自动劲动型 12.29万,,3,L,4,997,IV(V),汽油,92,6挡双离合,2014.02,三10万公里,5
F,福特,长安福特,8,498,2008款 2.3L 5座时型 19.48万,Duratec-HE,4,L,4,2260,IV,汽油,92,6挡手自一体,,三10万公里,5
F,福特,长安福特,8,498,2008款 2.3L 7座时型 19.98万,Duratec-HE,4,L,4,2260,IV,汽油,92,6挡手自一体,,三10万公里,7
F,福特,长安福特,8,498,2008款 2.3L 7座型 21.98万,Duratec-HE,4,L,4,2260,IV,汽油,92,6挡手自一体,,三10万公里,7
F,福特,长安福特,8,498,2008款 2.3L 7座旗舰型 23.98万,Duratec-HE,4,L,4,2260,IV,汽油,92,6挡手自一体,,三10万公里,7
F,福特,长安福特,8,498,2008款 2.3L 7座旗舰导航型 24.58万,Duratec-HE,4,L,4,2260,IV,汽油,92,6挡手自一体,2008.11,三10万公里,7
F,福特,长安福特,8,577,- 2012款 2.0L GTDi240旗舰运动 25.68万,,4,L,4,1999,IV,汽油,92,6挡双离合,2012.05,三10万公里,5
F,福特,长安福特,8,3175,2013款 2.3L 时型 17.98万,,4,L,4,2260,IV,汽油,92,6挡手自一体,2013.08,三10万公里,5
F,福特,长安福特,8,3175,2013款 2.3L 型 19.48万,,4,L,4,2260,IV,汽油,92,6挡手自一体,2013.08,三10万公里,5
F,福特,江铃福特,8,3518,2019款 2.0T 汽油自动两驱菁英 5座 26.58万,,4,L,4,,V,汽油,92,6挡手自一体,2019.01,三10万公里,5
F,福特,江铃福特,8,3518,2019款 2.0T 汽油自动四驱菁英 5座 27.78万,,4,L,4,,V,汽油,92,6挡手自一体,2019.01,三10万公里,5
F,福特,江铃福特,8,3518,2019款 2.2T 柴油手动四驱 5座 31.28万,,4,L,4,2198,V,柴油,0,6挡手动,2019.01,三10万公里,5
F,福特,江铃福特,8,3518,2019款 2.2T 柴油手动四驱 7座 31.88万,,4,L,4,2198,V,柴油,0,6挡手动,2019.01,三10万公里,7
F,福特,江铃福特,8,3518,2019款 2.0T 汽油自动两驱 5座 30.58万,,4,L,4,,V,汽油,92,6挡手自一体,2019.01,三10万公里,5
F,福特,江铃福特,8,3518,2019款 2.0T 汽油自动四驱 5座 31.68万,,4,L,4,,V,汽油,92,6挡手自一体,2019.01,三10万公里,5
F,福特,江铃福特,8,3518,2019款 2.0T 汽油自动四驱 7座 32.28万,,4,L,4,,V,汽油,92,6挡手自一体,2019.01,三10万公里,7
F,福特,江铃福特,8,3518,2019款 2.0T 汽油自动四驱旗舰 7座 35.88万,,4,L,4,,V,汽油,92,6挡手自一体,2019.01,三10万公里,7
F,福特,江铃福特,8,3518,2017款 2.0T 汽油自动两驱菁英 5座 26.55万,,4,L,4,1997,V,汽油,92,6挡手自一体,2017.04,三10万公里,5
F,福特,江铃福特,8,3518,2017款 2.0T 汽油自动四驱菁英 5座 27.74万,,4,L,4,1997,V,汽油,92,6挡手自一体,2017.04,三10万公里,5
F,福特,江铃福特,8,3518,2017款 2.0T 汽油自动两驱 5座 30.42万,,4,L,4,1997,V,汽油,92,6挡手自一体,2017.04,三10万公里,5
F,福特,江铃福特,8,3518,2017款 2.0T 汽油自动四驱 5座 31.61万,,4,L,4,1997,V,汽油,92,6挡手自一体,2017.04,三10万公里,5
F,福特,江铃福特,8,3518,2017款 2.0T 汽油自动四驱 7座 32.20万,,4,L,4,1997,V,汽油,92,6挡手自一体,2017.04,三10万公里,7
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 手动精领型 VI 10.98万,JX4G15C6L,4,L,4,1490,VI,汽油,92,6挡手动,2019.07,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT精领型 VI 12.28万,JX4G15C6L,4,L,4,1490,VI,汽油,92,CVT无级变速,2019.07,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT铂领型 VI 13.28万,JX4G15C6L,4,L,4,1490,VI,汽油,92,CVT无级变速,2019.07,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT尊领型 VI 15.08万,JX4G15C6L,4,L,4,1490,VI,汽油,92,CVT无级变速,2019.07,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT尊领型PLUS VI 16.48万,JX4G15C6L,4,L,4,1490,VI,汽油,92,CVT无级变速,2019.07,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT 48V尊领型PLUS VI 16.88万,,4,L,4,1490,VI,汽油+48V轻混系统,92,CVT无级变速,2019.07,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 手动精领型 V 10.98万,JX4G15C5L,4,L,4,1490,V,汽油,92,6挡手动,2019.01,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT精领型 V 12.18万,JX4G15C5L,4,L,4,1490,V,汽油,92,CVT无级变速,2019.01,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT铂领型 V 12.98万,JX4G15C5L,4,L,4,1490,V,汽油,92,CVT无级变速,2019.01,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT尊领型 V 14.98万,JX4G15C5L,4,L,4,1490,V,汽油,92,CVT无级变速,2019.01,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT尊领型PLUS V 16.38万,JX4G15C5L,4,L,4,1490,V,汽油,92,CVT无级变速,2019.01,三10万公里,5
F,福特,江铃福特,8,4899,领界 2019款 EcoBoost 145 CVT 48V尊领型PLUS V 16.78万,,4,L,4,1490,V,汽油+48V轻混系统,92,CVT无级变速,2019.01,三10万公里,5
F,福特,江铃福特,8,3814,2016款 2.0T 手动精英 17.69万,4G20B5L,4,L,4,1997,V,汽油,92,5挡手动,2016.05,三6万公里,7
F,福特,江铃福特,8,3814,2017款 2.0T 自动精英 19.69万,4G20B5L,4,L,4,1997,V,汽油,92,6挡手自一体,2017.02,三6万公里,7
F,福特,江铃福特,8,3814,2016款 2.0T 手动精睿 20.39万,4G20B5L,4,L,4,1997,V,汽油,92,5挡手动,2016.05,三6万公里,7
F,福特,江铃福特,8,3814,2017款 2.0T 自动精睿 22.39万,4G20B5L,4,L,4,1997,V,汽油,92,6挡手自一体,2017.02,三6万公里,7
F,福特,江铃福特,8,3814,2017款 2.0T 自动商务舱 26.58万,4G20B5L,4,L,4,1997,V,汽油,92,6挡手自一体,2017.07,三6万公里,7
F,福特,江铃福特,8,3814,2018款 2.0T 自动旗舰 26.38万,4G20B5L,4,L,4,1997,V,汽油,92,6挡手自一体,2019.03,三6万公里,7
F,福特,江铃福特,8,3814,2018款 2.0T 自动行政智睿 27.88万,4G20B5L,4,L,4,1997,V,汽油,92,6挡手自一体,2019.03,三6万公里,7
F,福特,江铃福特,8,3814,2018款 2.0T 自动行政享睿 32.08万,4G20B5L,4,L,4,1997,V,汽油,92,6挡手自一体,2019.03,三6万公里,7
F,福特,江铃福特,8,3814,2018款 2.0T 自动行政尊睿 35.68万,4G20B5L,4,L,4,1997,V,汽油,92,6挡手自一体,2019.03,三6万公里,7
F,福特,福特(进口),8,102,Mustang 2019款 2.3L EcoBoost 36.98万,,4,L,4,2261,VI,汽油,92,10挡手自一体,2019.01,三10万公里,4
F,福特,福特(进口),8,102,Mustang 2019款 5.0L V8 GT 57.68万,,8,V,4,5038,V,汽油,95,10挡手自一体,2019.01,三10万公里,4
F,福特,福特(进口),8,102,Mustang 2018款 2.3L EcoBoost 40.38万,,4,L,4,2261,V,汽油,92,10挡手自一体,2018.05,三10万公里,4
F,福特,福特(进口),8,102,Mustang 2018款 5.0L V8 GT 59.18万,,8,V,4,5038,V,汽油,95,10挡手自一体,2018.05,三10万公里,4
F,福特,福特(进口),8,2707,Ranger 2018款 3.2TDCi Wildtrak 29.98万,,5,L,4,3198,V,柴油,0,6挡手自一体,2018.06,三10万公里,5
F,福特,福特(进口),8,704,() 2018款 2.3T RS 运动 35.88万,,4,L,4,2261,V,汽油,95,6挡手动,2018.05,三10万公里,5
F,福特,福特(进口),8,704,() 2018款 2.3T RS 赛道 37.88万,,4,L,4,2261,V,汽油,95,6挡手动,2018.05,三10万公里,5
F,福特,福特(进口),8,704,() 2018款 2.0T ST 24.28万,,4,L,4,1999,V,汽油,92,6挡手动,2018.05,三10万公里,5
F,福特,福特(进口),8,704,() 2018款 2.0T ST 热血橙 24.58万,,4,L,4,1999,V,汽油,92,6挡手动,2018.05,三10万公里,5
F,福特,福特(进口),8,2353,F-150 2019款 3.5T LTD 57.28万,,6,V,4,3497,VI,汽油,92,10挡手自一体,2019.09,待查,5
F,福特,福特(进口),8,2353,F-150 2019款 3.5T 猛禽性能 52.38万,,6,V,4,3497,VI,汽油,92,10挡手自一体,2019.05,待查,5
F,福特,福特(进口),8,2353,F-150 2019款 3.5T 猛禽性能劲化 57.28万,,6,V,4,3497,VI,汽油,92,10挡手自一体,2019.05,待查,5
F,福特,福特(进口),8,2353,F-150 2019款 3.5T 猛禽极地蓝光限量 61.28万,,6,V,4,3497,VI,汽油,92,10挡手自一体,2019.05,待查,5
F,福特,福特(进口),8,2024,2018款 2.3T 41.28万,,4,L,4,2261,V,汽油,92,6挡手自一体,2018.08,三10万公里,7
F,福特,福特(进口),8,2024,2018款 2.3T 运动 42.78万,,4,L,4,2261,V,汽油,92,6挡手自一体,2019.04,三10万公里,7
F,福特,福特(进口),8,2024,2018款 2.3T 精英 45.98万,,4,L,4,2261,V,汽油,92,6挡手自一体,2018.08,三10万公里,7
F,福特,福特(进口),8,2024,2018款 3.5T 精英 53.18万,,6,V,4,3496,V,汽油,92,6挡手自一体,2018.08,三10万公里,7
F,福特,福特(进口),8,2024,2018款 3.5T 运动 55.18万,,6,V,4,3496,V,汽油,92,6挡手自一体,2018.08,三10万公里,7
F,福特,福特(进口),8,2024,2018款 3.5T 铂金 59.18万,,6,V,4,3496,V,汽油,92,6挡手自一体,2018.08,三10万公里,7
F,福田,福田汽车,96,4760,GT 2018款 1.4T 手动精英型 7.99万,4A14TI,4,L,4,1395,V,汽油,92,6挡手动,2018.05,三6万公里,7
F,福田,福田汽车,96,4760,GT 2018款 1.4T 手动智联型 8.69万,4A14TI,4,L,4,1395,V,汽油,92,6挡手动,2018.05,三6万公里,7
F,福田,福田汽车,96,4760,GT 2018款 1.4T 自动精英型 9.09万,4A14TI,4,L,4,1395,V,汽油,92,6挡手自一体,2018.05,三6万公里,7
F,福田,福田汽车,96,4760,GT 2018款 1.4T 自动智联型 9.79万,4A14TI,4,L,4,1395,V,汽油,92,6挡手自一体,2018.05,三6万公里,7
F,福田,福田汽车,96,4760,GT 2019款 1.4T 自动智慧商务 14.98万,4A14TI,4,L,4,1395,V,汽油,92,6挡手自一体,,三6万公里,7
F,福田,福田汽车,96,4227,im6 2018款 1.5L 手动型 6.19万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2018.04,三6万公里,7
F,福田,福田汽车,96,4227,im6 2018款 1.5L 手动精英型 6.79万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2018.04,三6万公里,7
F,福田,福田汽车,96,4227,im6 2017款 1.5L 智悦型 6.19万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2017.02,三6万公里,7
F,福田,福田汽车,96,4227,im6 2017款 1.5L 智享型 6.69万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2017.02,三6万公里,7
F,福田,福田汽车,96,4227,im6 2017款 1.5L 智臻型 7.29万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2016.11,三6万公里,7
F,福田,福田汽车,96,4228,im8 2018款 1.5L 手动精英型 7.19万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2018.04,三6万公里,7
F,福田,福田汽车,96,4228,im8 2018款 1.5L 手动智联型 7.59万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2018.04,三6万公里,7
F,福田,福田汽车,96,4228,im8 2018款 1.5L 手动型 7.99万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2018.04,三6万公里,7
F,福田,福田汽车,96,4228,im8 2017款 1.5L 型 7.09万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2017.02,三6万公里,7
F,福田,福田汽车,96,4228,im8 2017款 1.5L 智炫型 7.59万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2017.02,三6万公里,7
F,福田,福田汽车,96,4228,im8 2017款 1.5L 智尊型 7.99万,DAM15D,4,L,4,1498,V,汽油,92,5挡手动,2016.11,三6万公里,7
F,福田,福田汽车,96,3307,2017款 2.0T 手动两驱汽油5座 13.53万,,4,L,4,1981,V,汽油,95,5挡手动,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 手动两驱汽油尊享5座 14.58万,,4,L,4,1981,V,汽油,95,5挡手动,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 手动四驱汽油5座 15.13万,,4,L,4,1981,V,汽油,95,5挡手动,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 手动TOD四驱汽油5座 15.33万,,4,L,4,1981,V,汽油,95,5挡手动,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 手动四驱汽油尊享5座 16.18万,,4,L,4,1981,V,汽油,95,5挡手动,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 手动TOD四驱汽油尊享5座 16.38万,,4,L,4,1981,V,汽油,95,5挡手动,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 自动两驱汽油7座 15.63万,,4,L,4,1981,V,汽油,95,6挡手自一体,2017.02,三10万公里,7
F,福田,福田汽车,96,3307,2017款 2.0T 自动两驱汽油尊享7座 16.68万,,4,L,4,1981,V,汽油,95,6挡手自一体,2017.02,三10万公里,7
F,福田,福田汽车,96,3307,2017款 2.0T 自动四驱汽油5座 17.03万,,4,L,4,1981,V,汽油,95,6挡手自一体,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 自动四驱汽油尊享5座 18.08万,,4,L,4,1981,V,汽油,95,6挡手自一体,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.0T 自动四驱汽油至尊5座 18.48万,,4,L,4,1981,V,汽油,95,6挡手自一体,2017.02,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.8T 自动两驱柴油尊享5座 18.58万,,4,L,4,2776,V,柴油,0,6挡自动,2018.09,三10万公里,5
F,福田,福田汽车,96,3307,2017款 2.8T 自动四驱柴油5座 19.33万,,4,L,4,2776,V,柴油,0,6挡自动,2018.09,三10万公里,5
F,福田,福田汽车,96,661,2014款 宜商 1.3L 4G13 5.93万,4G13,4,L,4,1299,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L 4A90 5.93万,4A90,4,L,4,1229,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L V 6.03万,4A90,4,L,4,1229,V,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L 级4G13 6.14万,4G13,4,L,4,1299,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L 级4A90 6.14万,4A90,4,L,4,1229,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L 级 V 6.24万,4A90,4,L,4,1229,V,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L 4G13 6.44万,4G13,4,L,4,1299,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L 4A90 6.44万,4A90,4,L,4,1229,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.3L V 6.54万,4A90,4,L,4,1229,V,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.5L 基本 6.13万,4G15,4,L,4,1488,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.5L 4G15 6.13万,4G15,4,L,4,1488,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.5L 4A91 6.03万,4A91,4,L,4,1499,IV,汽油,92,5挡手动,2014.06,三10万公里,7
F,福田,福田汽车,96,661,2014款 宜商 1.5L V 6.133万,4A91,4,L,4,1499,V,汽油,92,5挡手动,2014.06,三10万公里,7
G,GMC,GMC,112,980,SAVANA 2019款 6.0L GL750 天逸 143.00万,2A,8,V,4,5967,V,汽油,95,6挡手自一体,2019.07,三6万公里,6
G,GMC,GMC,112,980,SAVANA 2018款 6.0L GX777 尊翔星际 218.00万,GM Vortec V8,8,V,4,5967,IV(V),汽油,95,6挡手自一体,,三6万公里,6
G,GMC,GMC,112,980,SAVANA 2017款 6.0L G760S 天玺 188.00万,GM Vortec V8,8,V,4,5967,IV(V),汽油,95,6挡手自一体,,三6万公里,6
G,GMC,GMC,112,980,SAVANA 2017款 6.0L 3500 公务 68.80万,,8,V,4,5999,IV(V),汽油,95,6挡手自一体,2016.1,三6万公里,12
G,GMC,GMC,112,980,SAVANA 2017款 6.0L 3500 行政 69.80万,,8,V,4,5999,IV(V),汽油,95,6挡手自一体,2016.1,三6万公里,12
G,GMC,GMC,112,980,SAVANA 2017款 1500S 两驱经典 155.00万,,8,V,4,5300,V,汽油,95,4挡自动,2017.03,三6万公里,7
G,GMC,GMC,112,980,SAVANA 2017款 1500S 四驱经典 168.00万,,8,V,4,5300,V,汽油,95,4挡自动,2017.03,三6万公里,7
