,品牌索引,品牌名称,车系名称,车型,ID,时间
1415,M,名爵,上汽集团,名爵3SW,555,2019-07-11 15:08:08.329664
1416,M,名爵,上汽集团,名爵6,835,2019-07-11 15:08:08.329664
1417,M,名爵,上汽集团,名爵6新能源,4605,2019-07-11 15:08:08.329664
1418,M,名爵,上汽集团,名爵EZS纯电动,4948,2019-07-11 15:08:08.329664
1419,M,名爵,上汽集团,名爵HS,4868,2019-07-11 15:08:08.329664
1420,M,名爵,上汽集团,名爵ZS,4247,2019-07-11 15:08:08.329664
1421,M,名爵,上汽集团,锐腾,3065,2019-07-11 15:08:08.329664
1422,M,名爵,上汽集团,锐行,3547,2019-07-11 15:08:08.329664
1423,M,名爵,上汽集团,名爵5(停售),532,2019-07-11 15:08:08.329664
1424,M,名爵,上汽集团,名爵7(停售),531,2019-07-11 15:08:08.329664
1425,M,名爵,上汽集团,名爵TF(停售),533,2019-07-11 15:08:08.329664
1426,M,摩根,摩根,3 Wheeler,3491,2019-07-11 15:08:08.329664
1427,M,摩根,摩根,摩根4-4,3153,2019-07-11 15:08:08.329664
1428,M,摩根,摩根,摩根Aero,2835,2019-07-11 15:08:08.329664
1429,M,摩根,摩根,摩根Aero 8,3736,2019-07-11 15:08:08.329664
1430,M,摩根,摩根,摩根Plus 4,3152,2019-07-11 15:08:08.329664
1431,M,摩根,摩根,摩根Plus 8,2836,2019-07-11 15:08:08.329664
1432,M,摩根,摩根,摩根Roadster,3151,2019-07-11 15:08:08.329664
1433,N,NEVS国能汽车,NEVS国能汽车,NEVS 93,4470,2019-07-11 15:08:08.329664
1434,N,纳智捷,东风裕隆,U5 SUV,4497,2019-07-11 15:08:08.329664
1435,N,纳智捷,东风裕隆,大7 MPV,3040,2019-07-11 15:08:08.329664
1436,N,纳智捷,东风裕隆,纳5,2988,2019-07-11 15:08:08.329664
1437,N,纳智捷,东风裕隆,锐3,3939,2019-07-11 15:08:08.329664
1438,N,纳智捷,东风裕隆,优6 SUV,3293,2019-07-11 15:08:08.329664
1439,N,纳智捷,东风裕隆,MASTER CEO(停售),2296,2019-07-11 15:08:08.329664
1440,N,纳智捷,东风裕隆,大7 SUV(停售),2295,2019-07-11 15:08:08.329664
1441,O,讴歌,广汽讴歌,讴歌CDX,4096,2019-07-11 15:08:08.329664
1442,O,讴歌,广汽讴歌,讴歌RDX,4820,2019-07-11 15:08:08.329664
1443,O,讴歌,广汽讴歌,讴歌TLX-L,4381,2019-07-11 15:08:08.329664
1444,O,讴歌,讴歌(进口),讴歌ILX,2642,2019-07-11 15:08:08.329664
1445,O,讴歌,讴歌(进口),讴歌MDX,524,2019-07-11 15:08:08.329664
1446,O,讴歌,讴歌(进口),讴歌NSX,2641,2019-07-11 15:08:08.329664
1447,O,讴歌,讴歌(进口),讴歌RDX(进口),888,2019-07-11 15:08:08.329664
1448,O,讴歌,讴歌(进口),讴歌RLX,2748,2019-07-11 15:08:08.329664
1449,O,讴歌,讴歌(进口),讴歌TLX,3328,2019-07-11 15:08:08.329664
1450,O,讴歌,讴歌(进口),讴歌ZDX,806,2019-07-11 15:08:08.329664
1451,O,讴歌,讴歌(进口),讴歌RL(停售),464,2019-07-11 15:08:08.329664
1452,O,讴歌,讴歌(进口),讴歌TL(停售),479,2019-07-11 15:08:08.329664
1453,O,欧宝,欧宝,麦瑞纳,2021,2019-07-11 15:08:08.329664
1454,O,欧宝,欧宝,赛飞利,381,2019-07-11 15:08:08.329664
1455,O,欧宝,欧宝,雅特,348,2019-07-11 15:08:08.329664
1456,O,欧宝,欧宝,英速亚,653,2019-07-11 15:08:08.329664
1457,O,欧宝,欧宝,安德拉(停售),670,2019-07-11 15:08:08.329664
1458,O,欧宝,欧宝,威达(停售),182,2019-07-11 15:08:08.329664
1459,O,欧拉,长城汽车,欧拉iQ,4678,2019-07-11 15:08:08.329664
1460,O,欧拉,长城汽车,欧拉R1,4826,2019-07-11 15:08:08.329664
1461,O,欧朗,一汽欧朗,欧朗(停售),2563,2019-07-11 15:08:08.329664
1462,P,Polestar极星,Polestar,Polestar 1,4581,2019-07-11 15:08:08.329664
1463,P,Polestar极星,Polestar,Polestar 2,5078,2019-07-11 15:08:08.329664
1464,P,帕加尼,帕加尼,Huayra,2263,2019-07-11 15:08:08.329664
1465,Q,奇瑞,奇瑞汽车,艾瑞泽5,3405,2019-07-11 15:08:08.329664
1466,Q,奇瑞,奇瑞汽车,艾瑞泽7,2980,2019-07-11 15:08:08.329664
1467,Q,奇瑞,奇瑞汽车,艾瑞泽GX,4787,2019-07-11 15:08:08.329664
1468,Q,奇瑞,奇瑞汽车,瑞虎3,3397,2019-07-11 15:08:08.329664
1469,Q,奇瑞,奇瑞汽车,瑞虎3x,4099,2019-07-11 15:08:08.329664
1470,Q,奇瑞,奇瑞汽车,瑞虎5,3195,2019-07-11 15:08:08.329664
1471,Q,奇瑞,奇瑞汽车,瑞虎5x,4531,2019-07-11 15:08:08.329664
1472,Q,奇瑞,奇瑞汽车,瑞虎7,3766,2019-07-11 15:08:08.329664
1473,Q,奇瑞,奇瑞汽车,瑞虎8,4693,2019-07-11 15:08:08.329664
1474,Q,奇瑞,奇瑞汽车,艾瑞泽3(停售),3157,2019-07-11 15:08:08.329664
1475,Q,奇瑞,奇瑞汽车,艾瑞泽7e(停售),4223,2019-07-11 15:08:08.329664
1476,Q,奇瑞,奇瑞汽车,艾瑞泽M7(停售),3300,2019-07-11 15:08:08.329664
1477,Q,奇瑞,奇瑞汽车,爱卡(停售),2914,2019-07-11 15:08:08.329664
1478,Q,奇瑞,奇瑞汽车,东方之子(停售),83,2019-07-11 15:08:08.329664
1479,Q,奇瑞,奇瑞汽车,东方之子Cross(停售),451,2019-07-11 15:08:08.329664
1480,Q,奇瑞,奇瑞汽车,风云(停售),84,2019-07-11 15:08:08.329664
1481,Q,奇瑞,奇瑞汽车,风云2(停售),837,2019-07-11 15:08:08.329664
1482,Q,奇瑞,奇瑞汽车,奇瑞A1(停售),518,2019-07-11 15:08:08.329664
1483,Q,奇瑞,奇瑞汽车,奇瑞A3(停售),530,2019-07-11 15:08:08.329664
1484,Q,奇瑞,奇瑞汽车,奇瑞A5(停售),434,2019-07-11 15:08:08.329664
1485,Q,奇瑞,奇瑞汽车,奇瑞E3(停售),2953,2019-07-11 15:08:08.329664
1486,Q,奇瑞,奇瑞汽车,奇瑞E5(停售),2324,2019-07-11 15:08:08.329664
1487,Q,奇瑞,奇瑞汽车,奇瑞QQ(停售),2989,2019-07-11 15:08:08.329664
1488,Q,奇瑞,奇瑞汽车,奇瑞QQ3(停售),87,2019-07-11 15:08:08.329664
1489,Q,奇瑞,奇瑞汽车,奇瑞QQ6(停售),478,2019-07-11 15:08:08.329664
1490,Q,奇瑞,奇瑞汽车,奇瑞QQme(停售),612,2019-07-11 15:08:08.329664
1491,Q,奇瑞,奇瑞汽车,奇瑞X1(停售),854,2019-07-11 15:08:08.329664
1492,Q,奇瑞,奇瑞汽车,旗云(停售),85,2019-07-11 15:08:08.329664
1493,Q,奇瑞,奇瑞汽车,旗云1(停售),996,2019-07-11 15:08:08.329664
1494,Q,奇瑞,奇瑞汽车,旗云2(停售),2178,2019-07-11 15:08:08.329664
1495,Q,奇瑞,奇瑞汽车,旗云3(停售),2180,2019-07-11 15:08:08.329664
1496,Q,奇瑞,奇瑞汽车,旗云5(停售),2331,2019-07-11 15:08:08.329664
1497,Q,奇瑞,奇瑞汽车,瑞虎(停售),396,2019-07-11 15:08:08.329664
1498,Q,奇瑞,奇瑞新能源,艾瑞泽5e,4262,2019-07-11 15:08:08.329664
1499,Q,奇瑞,奇瑞新能源,奇瑞eQ1,4218,2019-07-11 15:08:08.329664
1500,Q,奇瑞,奇瑞新能源,瑞虎3xe,4624,2019-07-11 15:08:08.329664
1501,Q,奇瑞,奇瑞新能源,奇瑞eQ(停售),3648,2019-07-11 15:08:08.329664
1502,Q,奇瑞,奇瑞新能源,奇瑞QQ3EV(停售),3920,2019-07-11 15:08:08.329664
1503,Q,骐铃汽车,骐铃汽车,骐铃T100,4493,2019-07-11 15:08:08.329664
1504,Q,骐铃汽车,骐铃汽车,骐铃T5,3466,2019-07-11 15:08:08.329664
1505,Q,骐铃汽车,骐铃汽车,骐铃T7,3639,2019-07-11 15:08:08.329664
1506,Q,骐铃汽车,骐铃汽车,骐铃T3(停售),3981,2019-07-11 15:08:08.329664
1507,Q,启辰,东风启辰,启辰D60,4490,2019-07-11 15:08:08.329664
1508,Q,启辰,东风启辰,启辰M50V,4315,2019-07-11 15:08:08.329664
1509,Q,启辰,东风启辰,启辰T60,4887,2019-07-11 15:08:08.329664
1510,Q,启辰,东风启辰,启辰T70,3618,2019-07-11 15:08:08.329664
1511,Q,启辰,东风启辰,启辰T90,4115,2019-07-11 15:08:08.329664
1512,Q,启辰,东风启辰,晨风(停售),2955,2019-07-11 15:08:08.329664
1513,Q,启辰,东风启辰,启辰D50(停售),2341,2019-07-11 15:08:08.329664
1514,Q,启辰,东风启辰,启辰R30(停售),3475,2019-07-11 15:08:08.329664
1515,Q,启辰,东风启辰,启辰R50(停售),2867,2019-07-11 15:08:08.329664
1516,Q,启辰,东风启辰,启辰R50X(停售),3226,2019-07-11 15:08:08.329664
1517,Q,启辰,东风启辰,启辰T70X(停售),3904,2019-07-11 15:08:08.329664
1518,Q,起亚,东风悦达起亚,KX CROSS,4505,2019-07-11 15:08:08.329664
1519,Q,起亚,东风悦达起亚,福瑞迪,813,2019-07-11 15:08:08.329664
1520,Q,起亚,东风悦达起亚,焕驰,4387,2019-07-11 15:08:08.329664
1521,Q,起亚,东风悦达起亚,凯绅,4523,2019-07-11 15:08:08.329664
1522,Q,起亚,东风悦达起亚,起亚K2,2319,2019-07-11 15:08:08.329664
1523,Q,起亚,东风悦达起亚,起亚K3,2886,2019-07-11 15:08:08.329664
1524,Q,起亚,东风悦达起亚,起亚K5,2246,2019-07-11 15:08:08.329664
1525,Q,起亚,东风悦达起亚,起亚K5新能源,4834,2019-07-11 15:08:08.329664
1526,Q,起亚,东风悦达起亚,起亚KX3,3664,2019-07-11 15:08:08.329664
1527,Q,起亚,东风悦达起亚,起亚KX3新能源,4973,2019-07-11 15:08:08.329664
1528,Q,起亚,东风悦达起亚,起亚KX5,3954,2019-07-11 15:08:08.329664
1529,Q,起亚,东风悦达起亚,奕跑,4824,2019-07-11 15:08:08.329664
1530,Q,起亚,东风悦达起亚,智跑,2137,2019-07-11 15:08:08.329664
1531,Q,起亚,东风悦达起亚,嘉华(停售),284,2019-07-11 15:08:08.329664
1532,Q,起亚,东风悦达起亚,起亚K3S(停售),3385,2019-07-11 15:08:08.329664
1533,Q,起亚,东风悦达起亚,起亚K4(停售),3286,2019-07-11 15:08:08.329664
1534,Q,起亚,东风悦达起亚,起亚KX7(停售),4200,2019-07-11 15:08:08.329664
1535,Q,起亚,东风悦达起亚,千里马(停售),142,2019-07-11 15:08:08.329664
1536,Q,起亚,东风悦达起亚,锐欧(停售),454,2019-07-11 15:08:08.329664
1537,Q,起亚,东风悦达起亚,赛拉图(停售),413,2019-07-11 15:08:08.329664
1538,Q,起亚,东风悦达起亚,狮跑(停售),565,2019-07-11 15:08:08.329664
1539,Q,起亚,东风悦达起亚,秀尔(停售),876,2019-07-11 15:08:08.329664
1540,Q,起亚,东风悦达起亚,远舰(停售),298,2019-07-11 15:08:08.329664
1541,Q,起亚,起亚(进口),SPORTAGE,452,2019-07-11 15:08:08.329664
1542,Q,起亚,起亚(进口),霸锐,591,2019-07-11 15:08:08.329664
1543,Q,起亚,起亚(进口),极睿,3198,2019-07-11 15:08:08.329664
1544,Q,起亚,起亚(进口),嘉华(进口),3448,2019-07-11 15:08:08.329664
1545,Q,起亚,起亚(进口),凯尊,1010,2019-07-11 15:08:08.329664
1546,Q,起亚,起亚(进口),起亚K5(进口),890,2019-07-11 15:08:08.329664
1547,Q,起亚,起亚(进口),起亚K9,2681,2019-07-11 15:08:08.329664
1548,Q,起亚,起亚(进口),斯汀格,2420,2019-07-11 15:08:08.329664
1549,Q,起亚,起亚(进口),索兰托,281,2019-07-11 15:08:08.329664
1550,Q,起亚,起亚(进口),佳乐(停售),453,2019-07-11 15:08:08.329664
1551,Q,起亚,起亚(进口),欧菲莱斯(停售),275,2019-07-11 15:08:08.329664
1552,Q,起亚,起亚(进口),起亚VQ(停售),502,2019-07-11 15:08:08.329664
1553,Q,起亚,起亚(进口),速迈(停售),1016,2019-07-11 15:08:08.329664
1554,Q,前途,前途汽车,前途K50,3820,2019-07-11 15:08:08.329664
1555,Q,乔治·巴顿,乔治·巴顿,战车,3621,2019-07-11 15:08:08.329664
1556,Q,乔治·巴顿,乔治·巴顿,战剑,3967,2019-07-11 15:08:08.329664
1557,Q,庆铃汽车,庆铃汽车,庆铃TAGA,4656,2019-07-11 15:08:08.329664
1558,Q,全球鹰,康迪电动汽车集团,全球鹰EX3,4748,2019-07-11 15:08:08.329664
1559,Q,全球鹰,康迪电动汽车集团,全球鹰K11,3836,2019-07-11 15:08:08.329664
1560,Q,全球鹰,康迪电动汽车集团,全球鹰K12,4161,2019-07-11 15:08:08.329664
1561,Q,全球鹰,康迪电动汽车集团,全球鹰K17,4160,2019-07-11 15:08:08.329664
1562,Q,全球鹰,康迪电动汽车集团,全球鹰K27,4994,2019-07-11 15:08:08.329664
1563,Q,全球鹰,康迪电动汽车集团,全球鹰K10(停售),3835,2019-07-11 15:08:08.329664
1564,R,日产,东风日产,LANNIA 蓝鸟,3817,2019-07-11 15:08:08.329664
1565,R,日产,东风日产,劲客,4305,2019-07-11 15:08:08.329664
1566,R,日产,东风日产,骊威,522,2019-07-11 15:08:08.329664
1567,R,日产,东风日产,楼兰,2381,2019-07-11 15:08:08.329664
1568,R,日产,东风日产,玛驰,2086,2019-07-11 15:08:08.329664
1569,R,日产,东风日产,奇骏,656,2019-07-11 15:08:08.329664
1570,R,日产,东风日产,骐达,425,2019-07-11 15:08:08.329664
1571,R,日产,东风日产,天籁,634,2019-07-11 15:08:08.329664
1572,R,日产,东风日产,西玛,3957,2019-07-11 15:08:08.329664
1573,R,日产,东风日产,逍客,564,2019-07-11 15:08:08.329664
1574,R,日产,东风日产,轩逸,448,2019-07-11 15:08:08.329664
1575,R,日产,东风日产,轩逸·纯电,4766,2019-07-11 15:08:08.329664
1576,R,日产,东风日产,阳光,64,2019-07-11 15:08:08.329664
1577,R,日产,东风日产,骏逸(停售),475,2019-07-11 15:08:08.329664
1578,R,日产,东风日产,蓝鸟(停售),63,2019-07-11 15:08:08.329664
1579,R,日产,东风日产,颐达(停售),355,2019-07-11 15:08:08.329664
1580,R,日产,郑州日产,纳瓦拉,4307,2019-07-11 15:08:08.329664
1581,R,日产,郑州日产,日产D22,2466,2019-07-11 15:08:08.329664
1582,R,日产,郑州日产,日产NV200,2113,2019-07-11 15:08:08.329664
1583,R,日产,郑州日产,日产ZN厢式车,2853,2019-07-11 15:08:08.329664
1584,R,日产,郑州日产,途达,4691,2019-07-11 15:08:08.329664
1585,R,日产,郑州日产,帕拉丁(停售),53,2019-07-11 15:08:08.329664
1586,R,日产,日产(进口),楼兰(海外),958,2019-07-11 15:08:08.329664
1587,R,日产,日产(进口),奇骏(进口),208,2019-07-11 15:08:08.329664
1588,R,日产,日产(进口),日产370Z,702,2019-07-11 15:08:08.329664
1589,R,日产,日产(进口),日产GT-R,436,2019-07-11 15:08:08.329664
1590,R,日产,日产(进口),途乐,264,2019-07-11 15:08:08.329664
1591,R,日产,日产(进口),CIMA(停售),204,2019-07-11 15:08:08.329664
1592,R,日产,日产(进口),碧莲(停售),2578,2019-07-11 15:08:08.329664
1593,R,日产,日产(进口),风度(停售),205,2019-07-11 15:08:08.329664
1594,R,日产,日产(进口),风雅(停售),376,2019-07-11 15:08:08.329664
1595,R,日产,日产(进口),贵士(停售),438,2019-07-11 15:08:08.329664
1596,R,日产,日产(进口),日产350Z(停售),316,2019-07-11 15:08:08.329664
1597,R,荣威,上汽集团,荣威360,3857,2019-07-11 15:08:08.329664
1598,R,荣威,上汽集团,荣威950,2743,2019-07-11 15:08:08.329664
1599,R,荣威,上汽集团,荣威e950,3977,2019-07-11 15:08:08.329664
1600,R,荣威,上汽集团,荣威Ei5,4554,2019-07-11 15:08:08.329664
1601,R,荣威,上汽集团,荣威ei6,4263,2019-07-11 15:08:08.329664
1602,R,荣威,上汽集团,荣威i5,4869,2019-07-11 15:08:08.329664
1603,R,荣威,上汽集团,荣威i6,4246,2019-07-11 15:08:08.329664
1604,R,荣威,上汽集团,荣威MARVEL X,4653,2019-07-11 15:08:08.329664
1605,R,荣威,上汽集团,荣威RX3,4473,2019-07-11 15:08:08.329664
1606,R,荣威,上汽集团,荣威RX5,4080,2019-07-11 15:08:08.329664
1607,R,荣威,上汽集团,荣威RX5新能源,4240,2019-07-11 15:08:08.329664
1608,R,荣威,上汽集团,荣威RX8,4665,2019-07-11 15:08:08.329664
1609,R,荣威,上汽集团,荣威350(停售),2062,2019-07-11 15:08:08.329664
1610,R,荣威,上汽集团,荣威550(停售),537,2019-07-11 15:08:08.329664
1611,R,荣威,上汽集团,荣威750(停售),482,2019-07-11 15:08:08.329664
1612,R,荣威,上汽集团,荣威e50(停售),2779,2019-07-11 15:08:08.329664
1613,R,荣威,上汽集团,荣威e550(停售),3978,2019-07-11 15:08:08.329664
1614,R,荣威,上汽集团,荣威W5(停售),2297,2019-07-11 15:08:08.329664
1615,R,容大智造,恒源电动汽车,迈图,4878,2019-07-11 15:08:08.329664
1616,R,如虎,如虎,如虎 CTR 3,2970,2019-07-11 15:08:08.329664
1617,R,如虎,如虎,如虎 XL,2972,2019-07-11 15:08:08.329664
1618,R,瑞驰新能源,瑞驰新能源,瑞驰新能源EC31,5004,2019-07-11 15:08:08.329664
1619,R,瑞驰新能源,瑞驰新能源,瑞驰新能源EC35,4479,2019-07-11 15:08:08.329664
1620,R,瑞驰新能源,瑞驰新能源,瑞驰新能源EK05,4602,2019-07-11 15:08:08.329664
1621,R,瑞麒,奇瑞汽车,瑞麒G3(停售),2109,2019-07-11 15:08:08.329664
1622,R,瑞麒,奇瑞汽车,瑞麒G5(停售),797,2019-07-11 15:08:08.329664
1623,R,瑞麒,奇瑞汽车,瑞麒G6(停售),791,2019-07-11 15:08:08.329664
1624,R,瑞麒,奇瑞汽车,瑞麒M1(停售),804,2019-07-11 15:08:08.329664
1625,R,瑞麒,奇瑞汽车,瑞麒M5(停售),853,2019-07-11 15:08:08.329664
1626,S,smart,smart,smart forfour,1004,2019-07-11 15:08:08.329664
1627,S,smart,smart,smart forjeremy,2958,2019-07-11 15:08:08.329664
1628,S,smart,smart,smart fortwo,620,2019-07-11 15:08:08.329664
1629,S,smart,smart,smart fortwo新能源,4326,2019-07-11 15:08:08.329664
1630,S,SRM鑫源,华晨鑫源,好运1号,4566,2019-07-11 15:08:08.329664
1631,S,SRM鑫源,华晨鑫源,鑫源T20EV,4568,2019-07-11 15:08:08.329664
1632,S,SRM鑫源,华晨鑫源,鑫源T20S,5107,2019-07-11 15:08:08.329664
1633,S,SRM鑫源,华晨鑫源,鑫源T22S,5185,2019-07-11 15:08:08.329664
1634,S,SRM鑫源,华晨鑫源,鑫源T30S,5108,2019-07-11 15:08:08.329664
1635,S,SRM鑫源,华晨鑫源,鑫源T32S,5186,2019-07-11 15:08:08.329664
1636,S,SRM鑫源,华晨鑫源,鑫源X30L,4758,2019-07-11 15:08:08.329664
1637,S,SRM鑫源,华晨鑫源,鑫源X30LEV,4567,2019-07-11 15:08:08.329664
1638,S,SWM斯威汽车,SWM斯威汽车,SWM斯威G01,4684,2019-07-11 15:08:08.329664
1639,S,SWM斯威汽车,SWM斯威汽车,SWM斯威X3,4336,2019-07-11 15:08:08.329664
1640,S,SWM斯威汽车,SWM斯威汽车,SWM斯威X7,4151,2019-07-11 15:08:08.329664
1641,S,萨博,萨博,Saab 9-3,343,2019-07-11 15:08:08.329664
1642,S,萨博,萨博,Saab 9-5(停售),211,2019-07-11 15:08:08.329664
1643,S,赛麟,威蒙积泰,赛麟Mustang(停售),3486,2019-07-11 15:08:08.329664
1644,S,赛麟,威蒙积泰,赛麟科迈罗(停售),3487,2019-07-11 15:08:08.329664
1645,S,三菱,北京吉普,欧蓝德经典(停售),25,2019-07-11 15:08:08.329664
1646,S,三菱,北京吉普,帕杰罗速跑(停售),24,2019-07-11 15:08:08.329664
1647,S,三菱,东南汽车,风迪思(停售),3131,2019-07-11 15:08:08.329664
1648,S,三菱,东南汽车,君阁(停售),668,2019-07-11 15:08:08.329664
1649,S,三菱,东南汽车,蓝瑟(停售),458,2019-07-11 15:08:08.329664
1650,S,三菱,东南汽车,菱绅(停售),128,2019-07-11 15:08:08.329664
1651,S,三菱,东南汽车,三菱戈蓝(停售),483,2019-07-11 15:08:08.329664
1652,S,三菱,东南汽车,翼神(停售),873,2019-07-11 15:08:08.329664
1653,S,三菱,广汽三菱,劲炫ASX,2768,2019-07-11 15:08:08.329664
1654,S,三菱,广汽三菱,欧蓝德,4147,2019-07-11 15:08:08.329664
1655,S,三菱,广汽三菱,奕歌,4807,2019-07-11 15:08:08.329664
1656,S,三菱,广汽三菱,帕杰罗(停售),377,2019-07-11 15:08:08.329664
1657,S,三菱,广汽三菱,帕杰罗·劲畅(停售),3008,2019-07-11 15:08:08.329664
1658,S,三菱,三菱(进口),ASX劲炫(进口),1018,2019-07-11 15:08:08.329664
1659,S,三菱,三菱(进口),LANCER,369,2019-07-11 15:08:08.329664
1660,S,三菱,三菱(进口),欧蓝德(进口),486,2019-07-11 15:08:08.329664
1661,S,三菱,三菱(进口),帕杰罗(进口),580,2019-07-11 15:08:08.329664
1662,S,三菱,三菱(进口),帕杰罗·劲畅(进口),2332,2019-07-11 15:08:08.329664
1663,S,三菱,三菱(进口),格蓝迪(停售),325,2019-07-11 15:08:08.329664
1664,S,三菱,三菱(进口),伊柯丽斯(停售),651,2019-07-11 15:08:08.329664
1665,S,陕汽通家,陕汽通家,福家,2570,2019-07-11 15:08:08.329664
1666,S,陕汽通家,陕汽通家,龙锐,3244,2019-07-11 15:08:08.329664
1667,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通V90,5192,2019-07-11 15:08:08.330164
1668,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通D90,4120,2019-07-11 15:08:08.330164
1669,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通EG10,4338,2019-07-11 15:08:08.330164
1670,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通EG50,5120,2019-07-11 15:08:08.330164
1671,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通EV30,5077,2019-07-11 15:08:08.330164
1672,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通G10,3064,2019-07-11 15:08:08.330164
1673,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通G20,5244,2019-07-11 15:08:08.330164
1674,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通G50,4686,2019-07-11 15:08:08.330164
1675,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通T60,4241,2019-07-11 15:08:08.330164
1676,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通T70,5258,2019-07-11 15:08:08.330164
1677,S,上汽大通MAXUS,上汽大通MAXUS,上汽大通V80,2608,2019-07-11 15:08:08.330164
1678,S,上汽大通MAXUS,上汽大通MAXUS,伊思坦纳(停售),3192,2019-07-11 15:08:08.330164
1679,S,世爵,世爵,世爵C8,599,2019-07-11 15:08:08.330164
1680,S,双环,双环汽车,来宝SRV(停售),13,2019-07-11 15:08:08.330164
1681,S,双环,双环汽车,双环SCEO(停售),345,2019-07-11 15:08:08.330164
1682,S,双环,双环汽车,小贵族(停售),506,2019-07-11 15:08:08.330164
1683,S,双龙,双龙汽车,爱腾,455,2019-07-11 15:08:08.330164
1684,S,双龙,双龙汽车,蒂维拉,3406,2019-07-11 15:08:08.330164
1685,S,双龙,双龙汽车,柯兰多,2214,2019-07-11 15:08:08.330164
1686,S,双龙,双龙汽车,雷斯特,139,2019-07-11 15:08:08.330164
1687,S,双龙,双龙汽车,路帝,516,2019-07-11 15:08:08.330164
1688,S,双龙,双龙汽车,途凌,3372,2019-07-11 15:08:08.330164
1689,S,双龙,双龙汽车,雷斯特W(停售),3132,2019-07-11 15:08:08.330164
1690,S,双龙,双龙汽车,享御(停售),485,2019-07-11 15:08:08.330164
1691,S,双龙,双龙汽车,主席(停售),141,2019-07-11 15:08:08.330164
1692,S,思铭,东风本田,思铭(停售),2751,2019-07-11 15:08:08.330164
1693,S,斯巴鲁,斯巴鲁,傲虎,286,2019-07-11 15:08:08.330164
1694,S,斯巴鲁,斯巴鲁,力狮,287,2019-07-11 15:08:08.330164
1695,S,斯巴鲁,斯巴鲁,森林人,285,2019-07-11 15:08:08.330164
1696,S,斯巴鲁,斯巴鲁,斯巴鲁BRZ,2557,2019-07-11 15:08:08.330164
1697,S,斯巴鲁,斯巴鲁,斯巴鲁XV,2417,2019-07-11 15:08:08.330164
1698,S,斯巴鲁,斯巴鲁,翼豹,283,2019-07-11 15:08:08.330164
1699,S,斯巴鲁,斯巴鲁,驰鹏(停售),414,2019-07-11 15:08:08.330164
1700,S,斯达泰克,斯达泰克,斯达泰克-揽胜(停售),3847,2019-07-11 15:08:08.330164
1701,S,斯达泰克,斯达泰克,斯达泰克-揽胜运动版(停售),3848,2019-07-11 15:08:08.330164
1702,S,斯达泰克,斯达泰克,斯达泰克-卫士(停售),3849,2019-07-11 15:08:08.330164
1703,S,斯柯达,上汽斯柯达,晶锐,382,2019-07-11 15:08:08.330164
1704,S,斯柯达,上汽斯柯达,柯迪亚克,4217,2019-07-11 15:08:08.330164
1705,S,斯柯达,上汽斯柯达,柯迪亚克GT,4986,2019-07-11 15:08:08.330164
1706,S,斯柯达,上汽斯柯达,柯珞克,4453,2019-07-11 15:08:08.330164
1707,S,斯柯达,上汽斯柯达,柯米克,4690,2019-07-11 15:08:08.330164
1708,S,斯柯达,上汽斯柯达,明锐,519,2019-07-11 15:08:08.330164
1709,S,斯柯达,上汽斯柯达,速派,3171,2019-07-11 15:08:08.330164
1710,S,斯柯达,上汽斯柯达,昕动,3290,2019-07-11 15:08:08.330164
1711,S,斯柯达,上汽斯柯达,昕锐,2962,2019-07-11 15:08:08.330164
1712,S,斯柯达,上汽斯柯达,Yeti(停售),3013,2019-07-11 15:08:08.330164
1713,S,斯柯达,上汽斯柯达,昊锐(停售),772,2019-07-11 15:08:08.330164
1714,S,斯柯达,斯柯达(进口),速派(进口),357,2019-07-11 15:08:08.330164
1715,S,斯柯达,斯柯达(进口),Yeti(进口),858,2019-07-11 15:08:08.330164
1716,S,斯柯达,斯柯达(进口),明锐(进口),356,2019-07-11 15:08:08.330164
1717,S,斯柯达,斯柯达(进口),速尊,3269,2019-07-11 15:08:08.330164
1718,T,泰卡特,泰卡特,泰卡特 T1(停售),3389,2019-07-11 15:08:08.330164
1719,T,泰卡特,泰卡特,泰卡特 T2(停售),3390,2019-07-11 15:08:08.330164
1720,T,泰卡特,泰卡特,泰卡特 T3(停售),3391,2019-07-11 15:08:08.330164
1721,T,泰卡特,泰卡特,泰卡特 T7(停售),3392,2019-07-11 15:08:08.330164
1722,T,泰卡特,泰卡特,泰卡特 T9(停售),3393,2019-07-11 15:08:08.330164
1723,T,特斯拉,特斯拉中国,Model 3,5346,2019-07-11 15:08:08.330164
1724,T,特斯拉,特斯拉（进口）,Model 3(进口),4078,2019-07-11 15:08:08.330164
1725,T,特斯拉,特斯拉（进口）,Model S,2357,2019-07-11 15:08:08.330164
1726,T,特斯拉,特斯拉（进口）,Model X,2664,2019-07-11 15:08:08.330164
1727,T,腾势,腾势汽车,腾势,2805,2019-07-11 15:08:08.330164
